country_unep,household_year,household_region,household_kg_per_capita_year,household_tonnes_year,household_confidence,food_service_year,food_service_kg_per_capita_year,food_service_tonnes_year,food_service_confidence,retail_year,retail_kg_per_capita_year,retail_tonnes_year,retail_confidence,average_temperature,temperature_year,temperature_unit,income_year,income_region,income_group,income_lending_category,gdp_per_capita_year,gdp_per_capita,population_density_year,population_density,tourism_arrivals_year,tourism_arrivals,access_to_electricity_year,access_to_electricity,total_population_year,total_population,total_food_waste_kg_per_capita_year,total_food_waste_tonnes_year,household_share_pct,food_service_share_pct,retail_share_pct,main_contributing_sector,tourists_per_resident,income_rank,population_size_category,temperature_band,gdp_per_capita_category,coverage_score,sector_share_total
Singapore,2024,South-eastern Asia,68,409182.0,Medium Confidence,2024,35,209651.0,Very Low Confidence,2024,46,274980.0,Very Low Confidence,28.11,2024,Celsius,2024,East Asia & Pacific,High Income,,2024,90674.066632628,2023,8241.8495821727,2020,2742000.0,2023,100.0,2024,6036860.0,149,893813.0,45.78,23.46,30.76,Household,0.45,4,Small (1M-10M),Hot (25°C-30°C),High GDP per Capita,9,100.00000000000001
Thailand,2024,South-eastern Asia,86,6180468.0,Medium Confidence,2024,40,2876253.0,Very Low Confidence,2024,50,3579983.0,Very Low Confidence,27.5,2024,Celsius,2024,East Asia & Pacific,Upper Middle Income,IBRD,2024,7346.62022142185,2023,140.348088629646,2019,39916000.0,2023,100.0,2024,71668011.0,176,12636704.0,48.91,22.76,28.33,Household,0.56,3,Large (50M-100M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0
Timor-Leste,2024,South-eastern Asia,78,104419.0,Low Confidence,2024,40,54047.0,Very Low Confidence,2024,44,59292.0,Very Low Confidence,,,,2024,East Asia & Pacific,Lower Middle Income,Blend,2024,1331.9705130185,2023,93.0925353059852,2019,74800.0030517578,2023,100.0,2024,1400638.0,162,217758.0,47.95,24.82,27.23,Household,0.05,2,Small (1M-10M),,Low GDP per Capita,8,100.00000000000001
Viet Nam,2024,South-eastern Asia,72,7079811.0,Medium Confidence,2024,40,3960369.0,Very Low Confidence,2024,44,4344674.0,Very Low Confidence,25.49,2024,Celsius,2024,East Asia & Pacific,Lower Middle Income,IBRD,2024,4717.29028732449,2023,320.175197572656,2020,3837000.0,2023,99.8,2024,100987686.0,156,15384854.0,46.02,25.74,28.24,Household,0.04,2,Very Large (>100M),Hot (25°C-30°C),Low GDP per Capita,9,100.0
Afghanistan,2024,Southern Asia,127,5229654.0,Medium Confidence,2024,32,1336124.0,Very Low Confidence,2024,10,398051.0,Very Low Confidence,14.61,2024,Celsius,2024,"Middle East, North Africa, Afghanistan & Pakistan",Low Income,IDA,2023,413.757894705303,2023,63.5585008355948,,,2023,85.3,2024,42647492.0,169,6963829.0,75.1,19.19,5.72,Household,,1,Medium (10M-50M),Cool (10°C-20°C),Low GDP per Capita,8,100.00999999999999
Bangladesh,2024,Southern Asia,82,14101956.0,Medium Confidence,2024,32,5561174.0,Very Low Confidence,2024,10,1656756.0,Very Low Confidence,26.02,2024,Celsius,2024,South Asia,Lower Middle Income,IDA,2024,2593.41611680774,2023,1319.17979689183,2019,323000.0,2023,99.5,2024,173562364.0,124,21319886.0,66.14,26.08,7.77,Household,0.0,2,Very Large (>100M),Hot (25°C-30°C),Low GDP per Capita,9,99.99
Bhutan,2024,Southern Asia,19,15072.0,High Confidence,2024,32,25339.0,Very Low Confidence,2024,10,7549.0,Very Low Confidence,10.72,2024,Celsius,2024,South Asia,Lower Middle Income,IDA,2023,3831.32535494609,2023,20.6183796539067,2020,29799.9992370605,2023,100.0,2024,791524.0,61,47960.0,31.43,52.83,15.74,Food Service,0.04,2,Very Small (<1M),Cool (10°C-20°C),Low GDP per Capita,9,99.99999999999999
India,2024,Southern Asia,55,78192338.0,Medium Confidence,2024,32,46037319.0,Very Low Confidence,2024,10,13715198.0,Very Low Confidence,25.03,2024,Celsius,2024,South Asia,Lower Middle Income,IBRD,2024,2694.73780859961,2023,483.679010086809,2019,17914000.0,2023,99.5,2024,1450935791.0,97,137944855.0,56.68,33.37,9.94,Household,0.01,2,Very Large (>100M),Hot (25°C-30°C),Low GDP per Capita,9,99.99
Iran (Islamic Republic of),2024,Southern Asia,93,8208360.0,Low Confidence,2024,32,2876581.0,Very Low Confidence,2024,10,856976.0,Very Low Confidence,19.61,2024,Celsius,2024,"Middle East, North Africa, Afghanistan & Pakistan",Upper Middle Income,IBRD,2024,5190.16959024821,2023,55.8451198767334,2020,1550000.0,2023,100.0,2024,91567738.0,135,11941917.0,68.74,24.09,7.18,Household,0.02,3,Large (50M-100M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.00999999999999
Maldives,2024,Southern Asia,207,107877.0,Medium Confidence,2024,34,17593.0,Medium Confidence,2024,21,10942.0,Very Low Confidence,28.18,2024,Celsius,2024,South Asia,Upper Middle Income,IDA,2024,13379.3513577224,2023,1765.08053691275,2020,555000.0,2023,100.0,2024,527799.0,262,136412.0,79.08,12.9,8.02,Household,1.05,3,Very Small (<1M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0
Nepal,2024,Southern Asia,93,2831907.0,Low Confidence,2024,32,992429.0,Very Low Confidence,2024,10,295659.0,Very Low Confidence,14.14,2024,Celsius,2024,South Asia,Lower Middle Income,IDA,2024,1447.31004458428,2023,207.147638646669,2020,230000.0,2023,94.0,2024,29651054.0,135,4119995.0,68.74,24.09,7.18,Household,0.01,2,Medium (10M-50M),Cool (10°C-20°C),Low GDP per Capita,9,100.00999999999999
Pakistan,2024,Southern Asia,130,30754726.0,Medium Confidence,2024,32,7660705.0,Very Low Confidence,2024,10,2282237.0,Very Low Confidence,21.9,2024,Celsius,2024,"Middle East, North Africa, Afghanistan & Pakistan",Lower Middle Income,Blend,2024,1478.77277977996,2023,321.067474833956,,,2023,95.6,2024,251269164.0,172,40697668.0,75.57,18.82,5.61,Household,,2,Very Large (>100M),Warm (20°C-25°C),Low GDP per Capita,8,99.99999999999999
Sri Lanka,2024,Southern Asia,76,1656148.0,Medium Confidence,2024,32,709156.0,Very Low Confidence,2024,10,211268.0,Very Low Confidence,27.41,2024,Celsius,2024,South Asia,Lower Middle Income,IDA,2024,4515.56787322732,2023,356.239896540576,2020,540000.0,2023,100.0,2024,21916000.0,118,2576572.0,64.28,27.52,8.2,Household,0.02,2,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0
Albania,2024,Southern Europe,86,243657.0,Low Confidence,2024,25,69686.0,Low Confidence,2024,15,41792.0,Low Confidence,13.86,2024,Celsius,2024,Europe & Central Asia,Upper Middle Income,IBRD,2024,11377.7757431099,2023,88.1056569343066,2020,2658000.0,2023,100.0,2024,2377128.0,126,355135.0,68.61,19.62,11.77,Household,1.12,3,Small (1M-10M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0
Andorra,2024,Southern Europe,82,6598.0,Low Confidence,2024,19,1558.0,Low Confidence,2024,11,862.0,Low Confidence,9.56,2024,Celsius,2024,Europe & Central Asia,High Income,,2024,49303.6491674336,2023,172.034042553191,2020,5207000.0,2023,100.0,2024,81938.0,112,9018.0,73.16,17.28,9.56,Household,63.55,4,Very Small (<1M),Cold (<10°C),High GDP per Capita,9,100.0
Bosnia and Herzegovina,2024,Southern Europe,86,277117.0,Low Confidence,2024,25,79256.0,Low Confidence,2024,15,47531.0,Low Confidence,11.78,2024,Celsius,2024,Europe & Central Asia,Upper Middle Income,IBRD,2024,9358.78768951134,2023,62.20845703125,2020,197000.0,2023,100.0,2024,3164253.0,126,403904.0,68.61,19.62,11.77,Household,0.06,3,Small (1M-10M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0
Croatia,2024,Southern Europe,53,213590.0,Eurostat,2024,4,16120.0,Eurostat,2024,1,4030.0,Eurostat,13.42,2024,Celsius,2024,Europe & Central Asia,High Income,IBRD,2024,24050.4397933135,2023,68.9722301644031,2020,21608000.0,2023,100.0,2024,3866200.0,58,233740.0,91.38,6.9,1.72,Household,5.59,4,Small (1M-10M),Cool (10°C-20°C),Upper-Middle GDP per Capita,9,100.0
Gibraltar,2024,Southern Europe,82,2474.0,Low Confidence,2024,19,584.0,Low Confidence,2024,11,323.0,Low Confidence,,,,2024,Europe & Central Asia,High Income,,,,2023,3847.1,,,2023,100.0,2024,39329.0,112,3381.0,73.17,17.27,9.55,Household,,4,Very Small (<1M),,,6,99.99
Greece,2024,Southern Europe,87,903930.0,Eurostat,2024,21,218190.0,Eurostat,2024,14,145460.0,Eurostat,15.71,2024,Celsius,2024,Europe & Central Asia,High Income,,2024,24626.1481858973,2023,80.7397284716835,2020,7406000.0,2023,100.0,2024,10405134.0,122,1267580.0,71.31,17.21,11.48,Household,0.71,4,Medium (10M-50M),Cool (10°C-20°C),Upper-Middle GDP per Capita,9,100.00000000000001
Holy See,2024,Southern Europe,83,,Very Low Confidence,2024,23,,Very Low Confidence,2024,14,,Very Low Confidence,,,,,,,,,,,,,,,,,,120,,,,,No Data,,,,,,2,
Italy,2024,Southern Europe,107,6317280.0,Eurostat,2024,19,1150162.0,Low Confidence,2024,6,354240.0,Eurostat,14.39,2024,Celsius,2024,Europe & Central Asia,High Income,,2024,40385.3413957669,2023,199.459678073854,2020,38419000.0,2023,100.0,2024,58952704.0,132,7821682.0,80.77,14.7,4.53,Household,0.65,4,Large (50M-100M),Cool (10°C-20°C),High GDP per Capita,9,100.0
Malta,2024,Southern Europe,92,48760.0,Eurostat,2024,45,23850.0,Eurostat,2024,8,4240.0,Eurostat,20.27,2024,Celsius,2024,"Middle East, North Africa, Afghanistan & Pakistan",High Income,,2024,43898.5781808597,2023,1727.334375,2020,718000.0,2023,100.0,2024,568847.0,145,76850.0,63.45,31.03,5.52,Household,1.26,4,Very Small (<1M),Warm (20°C-25°C),High GDP per Capita,9,100.0
Montenegro,2024,Southern Europe,86,54051.0,Low Confidence,2024,25,15459.0,Low Confidence,2024,15,9271.0,Low Confidence,11.3,2024,Celsius,2024,Europe & Central Asia,Upper Middle Income,IBRD,2024,13263.3281277699,2023,46.3590334572491,2020,351000.0,2023,100.0,2024,623525.0,126,78781.0,68.61,19.62,11.77,Household,0.56,3,Very Small (<1M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0
North Macedonia,2024,Southern Europe,86,179311.0,Low Confidence,2024,25,51283.0,Low Confidence,2024,15,30755.0,Low Confidence,12.26,2024,Celsius,2024,Europe & Central Asia,Upper Middle Income,IBRD,2024,9291.85661671864,2023,72.474861221253,2020,118000.0,2023,100.0,2024,1824359.0,126,261349.0,68.61,19.62,11.77,Household,0.06,3,Small (1M-10M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0
Portugal,2024,Southern Europe,124,1273480.0,Eurostat,2024,23,236210.0,Eurostat,2024,21,215670.0,Eurostat,17.06,2024,Celsius,2024,Europe & Central Asia,High Income,,2024,29292.242104753,2023,115.475189289738,2020,4208000.0,2023,100.0,2024,10694681.0,168,1725360.0,73.81,13.69,12.5,Household,0.39,4,Medium (10M-50M),Cool (10°C-20°C),Upper-Middle GDP per Capita,9,100.0
San Marino,2024,Southern Europe,82,2474.0,Low Confidence,2024,19,584.0,Low Confidence,2024,11,323.0,Low Confidence,13.94,2024,Celsius,2024,Europe & Central Asia,High Income,,2023,59879.7173015651,2023,564.333333333333,2019,1904000.0,2023,100.0,2024,33977.0,112,3381.0,73.17,17.27,9.55,Household,56.04,4,Very Small (<1M),Cool (10°C-20°C),High GDP per Capita,9,99.99
Serbia,2024,Southern Europe,108,780482.0,Medium Confidence,2024,12,83920.0,Medium Confidence,2024,3,22431.0,Low Confidence,13.0,2024,Celsius,2024,Europe & Central Asia,Upper Middle Income,IBRD,2024,13679.2065983557,2023,78.7630277084077,2020,446000.0,2023,100.0,2024,6586476.0,123,886833.0,88.01,9.46,2.53,Household,0.07,3,Small (1M-10M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0
Slovenia,2024,Southern Europe,36,76320.0,Eurostat,2024,20,42400.0,Eurostat,2024,7,14840.0,Eurostat,11.31,2024,Celsius,2024,Europe & Central Asia,High Income,,2024,34301.0318686594,2023,105.31480791676,2020,1216000.0,2023,100.0,2024,2127400.0,63,133560.0,57.14,31.75,11.11,Household,0.57,4,Small (1M-10M),Cool (10°C-20°C),Upper-Middle GDP per Capita,9,100.0
Spain,2024,Southern Europe,61,2895272.0,Eurostat,2024,4,190240.0,Eurostat,2024,7,332920.0,Eurostat,15.16,2024,Celsius,2024,Europe & Central Asia,High Income,,2024,35326.7683069278,2023,96.7636173412149,2020,36410000.0,2023,100.0,2024,48848840.0,72,3418432.0,84.7,5.57,9.74,Household,0.75,4,Medium (10M-50M),Cool (10°C-20°C),High GDP per Capita,9,100.01
Angola,2024,Sub-Saharan Africa,89,3171950.0,Low Confidence,2024,31,1108181.0,Very Low Confidence,2024,10,344436.0,Very Low Confidence,21.56,2024,Celsius,2024,Sub-Saharan Africa,Lower Middle Income,IBRD,2024,2665.87444776753,2023,29.4777460495709,2019,218000.0,2023,51.1,2024,37885849.0,130,4624567.0,68.59,23.96,7.45,Household,0.01,2,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.00000000000001
Benin,2024,Sub-Saharan Africa,89,1189816.0,Low Confidence,2024,31,415685.0,Very Low Confidence,2024,10,129200.0,Very Low Confidence,28.58,2024,Celsius,2024,Sub-Saharan Africa,Lower Middle Income,IDA,2024,1485.38018885134,2023,125.142195814118,2019,337000.0,2023,57.0,2024,14462724.0,130,1734701.0,68.59,23.96,7.45,Household,0.02,2,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.00000000000001
Botswana,2024,Sub-Saharan Africa,50,132594.0,Medium Confidence,2024,31,81316.0,Very Low Confidence,2024,15,40398.0,Very Low Confidence,22.18,2024,Celsius,2024,Sub-Saharan Africa,Upper Middle Income,IBRD,2024,7695.75319445165,2023,4.37641204806522,2018,1830000.0,2023,76.0,2024,2521139.0,96,254308.0,52.14,31.98,15.89,Household,0.73,3,Small (1M-10M),Warm (20°C-25°C),Lower-Middle GDP per Capita,9,100.01
Burkina Faso,2024,Sub-Saharan Africa,92,2085610.0,Low Confidence,2024,31,705886.0,Very Low Confidence,2024,10,219397.0,Very Low Confidence,29.98,2024,Celsius,2024,Sub-Saharan Africa,Low Income,IDA,2024,981.992649769081,2023,84.1585380116959,2020,67000.0,2023,21.7,2024,23548781.0,133,3010893.0,69.27,23.44,7.29,Household,0.0,1,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0
Burundi,2024,Sub-Saharan Africa,92,1185863.0,Low Confidence,2024,31,401362.0,Very Low Confidence,2024,10,124748.0,Very Low Confidence,20.83,2024,Celsius,2024,Sub-Saharan Africa,Low Income,IDA,2024,219.424830882698,2023,533.078271028037,2017,299000.0,2023,11.6,2024,14047786.0,133,1711973.0,69.27,23.44,7.29,Household,0.02,1,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.0
Cabo Verde,2024,Sub-Saharan Africa,89,52584.0,Low Confidence,2024,31,18371.0,Very Low Confidence,2024,10,5710.0,Very Low Confidence,23.08,2024,Celsius,2024,Sub-Saharan Africa,Upper Middle Income,Blend,2024,5192.48157325878,2023,129.610669975186,2020,180000.0,2023,98.6,2024,524877.0,130,76665.0,68.59,23.96,7.45,Household,0.34,3,Very Small (<1M),Warm (20°C-25°C),Lower-Middle GDP per Capita,9,100.00000000000001
Cameroon,2024,Sub-Saharan Africa,89,2487472.0,Low Confidence,2024,31,869046.0,Very Low Confidence,2024,10,270110.0,Very Low Confidence,25.03,2024,Celsius,2024,Sub-Saharan Africa,Lower Middle Income,Blend,2024,1830.00833684727,2023,60.0213386642973,2019,1021000.0,2023,72.0,2024,29123744.0,130,3626628.0,68.59,23.96,7.45,Household,0.04,2,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.00000000000001
Central African Republic,2024,Sub-Saharan Africa,92,513353.0,Low Confidence,2024,31,173747.0,Very Low Confidence,2024,10,54003.0,Very Low Confidence,25.42,2024,Celsius,2024,Sub-Saharan Africa,Low Income,IDA,2024,516.160999996036,2023,8.27060419275097,2019,87000.0,2023,17.6,2024,5330690.0,133,741103.0,69.27,23.44,7.29,Household,0.02,1,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,9,100.0
Chad,2024,Sub-Saharan Africa,92,1630217.0,Low Confidence,2024,31,551755.0,Very Low Confidence,2024,10,171492.0,Very Low Confidence,27.49,2024,Celsius,2024,Sub-Saharan Africa,Low Income,IDA,2024,961.55975562506,2023,15.342331639136,2020,10399.9996185303,2023,12.0,2024,20299123.0,133,2353464.0,69.27,23.44,7.29,Household,0.0,1,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0
Comoros,2024,Sub-Saharan Africa,89,74865.0,Low Confidence,2024,31,26155.0,Very Low Confidence,2024,10,8129.0,Very Low Confidence,24.37,2024,Celsius,2024,Sub-Saharan Africa,Lower Middle Income,IDA,2024,1662.75663312504,2023,456.951638903815,2020,7000.0,2023,89.8,2024,866628.0,130,109149.0,68.59,23.96,7.45,Household,0.01,2,Very Small (<1M),Warm (20°C-25°C),Low GDP per Capita,9,100.00000000000001
Congo,2024,Sub-Saharan Africa,89,532075.0,Low Confidence,2024,31,185891.0,Very Low Confidence,2024,10,57777.0,Very Low Confidence,24.37,2024,Celsius,2024,Sub-Saharan Africa,Lower Middle Income,Blend,2024,2482.2489948456,2023,18.1050805270864,2018,158000.0,2023,51.3,2024,6332961.0,130,775743.0,68.59,23.96,7.45,Household,0.02,2,Small (1M-10M),Warm (20°C-25°C),Low GDP per Capita,9,100.00000000000001
Côte d’Ivoire,2024,Sub-Saharan Africa,89,2509753.0,Low Confidence,2024,31,876830.0,Very Low Confidence,2024,10,272529.0,Very Low Confidence,,,,2024,Sub-Saharan Africa,Lower Middle Income,Blend,2024,2727.8935220697,2023,98.0052012578616,2020,668000.0,2023,72.4,2024,31934230.0,130,3659112.0,68.59,23.96,7.45,Household,0.02,2,Medium (10M-50M),,Low GDP per Capita,8,100.00000000000001
Dem. Rep. of the Congo,2024,Sub-Saharan Africa,62,6147778.0,Medium Confidence,2024,31,3082918.0,Very Low Confidence,2024,10,958207.0,Very Low Confidence,,,,2024,Sub-Saharan Africa,Low Income,IDA,2024,649.383338556725,2023,46.6640484329856,2016,351000.0,2023,22.1,2024,109276265.0,103,10188903.0,60.34,30.26,9.4,Household,0.0,1,Very Large (>100M),,Low GDP per Capita,8,100.00000000000001
Djibouti,2024,Sub-Saharan Africa,89,99820.0,Low Confidence,2024,31,34874.0,Very Low Confidence,2024,10,10839.0,Very Low Confidence,28.6,2024,Celsius,2024,"Middle East, North Africa, Afghanistan & Pakistan",Lower Middle Income,IDA,2024,3552.72335079222,2023,49.7387402933563,,,2023,65.2,2024,1168722.0,130,145533.0,68.59,23.96,7.45,Household,,2,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,8,100.00000000000001
Equatorial Guinea,2024,Sub-Saharan Africa,90,150824.0,Low Confidence,2024,31,51634.0,Very Low Confidence,2024,15,25652.0,Very Low Confidence,24.76,2024,Celsius,2024,Sub-Saharan Africa,Upper Middle Income,IBRD,2024,6745.40013244916,2023,65.8662745098039,,,2023,66.9,2024,1892516.0,136,228110.0,66.12,22.64,11.25,Household,,3,Small (1M-10M),Warm (20°C-25°C),Lower-Middle GDP per Capita,8,100.01
Eritrea,2024,Sub-Saharan Africa,92,338555.0,Low Confidence,2024,31,114586.0,Very Low Confidence,2024,10,35615.0,Very Low Confidence,26.87,2024,Celsius,2024,Sub-Saharan Africa,Low Income,IDA,,,2023,28.638732049164,2016,142000.0,2023,54.4,2024,3535603.0,133,488756.0,69.27,23.44,7.29,Household,0.04,1,Small (1M-10M),Hot (25°C-30°C),,8,100.0
Eswatini,2024,Sub-Saharan Africa,89,106950.0,Low Confidence,2024,31,37365.0,Very Low Confidence,2024,10,11613.0,Very Low Confidence,,,,2024,Sub-Saharan Africa,Lower Middle Income,Blend,2024,3909.55892378182,2023,71.5410465116279,2020,345299.987792969,2023,86.4,2024,1242822.0,130,155928.0,68.59,23.96,7.45,Household,0.28,2,Small (1M-10M),,Low GDP per Capita,8,100.00000000000001
Ethiopia,2024,Sub-Saharan Africa,69,8543382.0,Medium Confidence,2024,31,3841737.0,Very Low Confidence,2024,10,1194057.0,Very Low Confidence,23.75,2024,Celsius,2024,Sub-Saharan Africa,,IDA,2024,1133.88279681719,2023,114.037952012,2020,518000.0,2023,55.4,2024,132059767.0,110,13579176.0,62.92,28.29,8.79,Household,0.0,,Very Large (>100M),Warm (20°C-25°C),Low GDP per Capita,8,100.0
Gabon,2024,Sub-Saharan Africa,90,215849.0,Low Confidence,2024,31,73896.0,Very Low Confidence,2024,15,36711.0,Very Low Confidence,25.25,2024,Celsius,2024,Sub-Saharan Africa,Upper Middle Income,IBRD,2024,8230.04311451151,2023,9.64329956921644,,,2023,94.1,2024,2538952.0,136,326456.0,66.12,22.64,11.25,Household,,3,Small (1M-10M),Hot (25°C-30°C),Lower-Middle GDP per Capita,8,100.01
Gambia,2024,Sub-Saharan Africa,92,249316.0,Low Confidence,2024,31,84382.0,Very Low Confidence,2024,10,26227.0,Very Low Confidence,29.15,2024,Celsius,2024,Sub-Saharan Africa,Low Income,IDA,2024,871.340291776294,2023,266.5854743083,2020,246000.0,2023,66.9,2024,2759988.0,133,359925.0,69.27,23.44,7.29,Household,0.09,1,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,9,100.0
Ghana,2024,Sub-Saharan Africa,84,2812571.0,High Confidence,2024,31,1042481.0,Very Low Confidence,2024,10,324015.0,Very Low Confidence,28.27,2024,Celsius,2024,Sub-Saharan Africa,Lower Middle Income,IDA,2024,2390.77237652715,2023,148.49676310689,2015,897000.0,2023,89.5,2024,34427414.0,125,4179067.0,67.3,24.95,7.75,Household,0.03,2,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0
Guinea,2024,Sub-Saharan Africa,89,1235269.0,Low Confidence,2024,31,431565.0,Very Low Confidence,2024,10,134135.0,Very Low Confidence,26.59,2024,Celsius,2024,Sub-Saharan Africa,Lower Middle Income,IDA,2024,1694.95375862193,2023,58.6255412664822,2017,99000.0,2023,51.1,2024,14754785.0,130,1800969.0,68.59,23.96,7.45,Household,0.01,2,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.00000000000001
Guinea-Bissau,2024,Sub-Saharan Africa,92,194117.0,Low Confidence,2024,31,65700.0,Very Low Confidence,2024,10,20420.0,Very Low Confidence,28.68,2024,Celsius,2024,Sub-Saharan Africa,Low Income,IDA,2024,1007.74151728028,2023,76.5767780938834,2019,52400.0015258789,2023,40.5,2024,2201352.0,133,280237.0,69.27,23.44,7.29,Household,0.02,1,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,9,100.0
Kenya,2024,Sub-Saharan Africa,81,4351168.0,Medium Confidence,2024,31,1682356.0,Medium Confidence,2024,11,592374.0,Medium Confidence,25.55,2024,Celsius,2024,Sub-Saharan Africa,Lower Middle Income,Blend,2024,2132.43452097647,2023,95.2681371231706,2019,2049000.0,2023,76.2,2024,56432944.0,123,6625898.0,65.67,25.39,8.94,Household,0.04,2,Large (50M-100M),Hot (25°C-30°C),Low GDP per Capita,9,100.0
Lesotho,2024,Sub-Saharan Africa,89,205878.0,Low Confidence,2024,31,71927.0,Very Low Confidence,2024,10,22356.0,Very Low Confidence,12.83,2024,Celsius,2024,Sub-Saharan Africa,Lower Middle Income,IDA,2024,971.90771824829,2023,76.135441370224,2019,1142000.0,2023,57.3,2024,2337423.0,130,300161.0,68.59,23.96,7.45,Household,0.49,2,Small (1M-10M),Cool (10°C-20°C),Low GDP per Capita,9,100.00000000000001
Liberia,2024,Sub-Saharan Africa,92,487593.0,Low Confidence,2024,31,165028.0,Very Low Confidence,2024,10,51293.0,Very Low Confidence,25.89,2024,Celsius,2024,Sub-Saharan Africa,Low Income,IDA,2024,851.497723870206,2023,57.0289763289037,,,2023,32.5,2024,5612817.0,133,703914.0,69.27,23.44,7.29,Household,,1,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,8,100.0
Madagascar,2024,Sub-Saharan Africa,92,2724081.0,Low Confidence,2024,31,921980.0,Very Low Confidence,2024,10,286562.0,Very Low Confidence,23.09,2024,Celsius,2024,Sub-Saharan Africa,Low Income,IDA,2024,544.987501003384,2023,53.6196837401169,2020,87099.9984741211,2023,39.4,2024,31964956.0,133,3932623.0,69.27,23.44,7.29,Household,0.0,1,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.0
Malawi,2024,Sub-Saharan Africa,92,1877693.0,Low Confidence,2024,31,635515.0,Very Low Confidence,2024,10,197525.0,Very Low Confidence,22.94,2024,Celsius,2024,Sub-Saharan Africa,Low Income,IDA,2024,522.570393642547,2023,223.84898175647,2018,871000.0,2023,15.6,2024,21655286.0,133,2710733.0,69.27,23.44,7.29,Household,0.04,1,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.0
Mali,2024,Sub-Saharan Africa,92,2078251.0,Low Confidence,2024,31,703395.0,Very Low Confidence,2024,10,218623.0,Very Low Confidence,29.71,2024,Celsius,2024,Sub-Saharan Africa,Low Income,IDA,2024,1094.61949265799,2023,19.4798572353486,2019,217000.0,2023,54.5,2024,24478595.0,133,3000269.0,69.27,23.44,7.29,Household,0.01,1,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0
Mauritania,2024,Sub-Saharan Africa,89,422451.0,Low Confidence,2024,31,147591.0,Very Low Confidence,2024,10,45873.0,Very Low Confidence,29.39,2024,Celsius,2024,Sub-Saharan Africa,Lower Middle Income,IDA,2024,2110.12036938187,2023,4.87284466867178,,,2023,50.3,2024,5169395.0,130,615915.0,68.59,23.96,7.45,Household,,2,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,8,100.00000000000001
Mauritius,2024,Sub-Saharan Africa,90,117408.0,Low Confidence,2024,31,40194.0,Very Low Confidence,2024,15,19968.0,Very Low Confidence,24.11,2024,Celsius,2024,Sub-Saharan Africa,Upper Middle Income,IBRD,2024,11990.7798944837,2023,625.261392088132,2020,316000.0,2023,100.0,2024,1245779.0,136,177570.0,66.12,22.64,11.25,Household,0.25,3,Small (1M-10M),Warm (20°C-25°C),Lower-Middle GDP per Capita,9,100.01
Mayotte,2024,Sub-Saharan Africa,93,30536.0,Very Low Confidence,2024,23,7530.0,Very Low Confidence,2024,14,4751.0,Very Low Confidence,25.52,2024,Celsius,,,,,,,,,,,,,,,130,42817.0,71.32,17.59,11.1,Household,,,,Hot (25°C-30°C),,3,100.00999999999999
Mozambique,2024,Sub-Saharan Africa,92,3033197.0,Low Confidence,2024,31,1026601.0,Very Low Confidence,2024,10,319080.0,Very Low Confidence,24.79,2024,Celsius,2024,Sub-Saharan Africa,Low Income,IDA,2024,656.776824637306,2023,42.7721457819375,2019,2033000.0,2023,36.0,2024,34631766.0,133,4378878.0,69.27,23.44,7.29,Household,0.06,1,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.0
Namibia,2024,Sub-Saharan Africa,90,232106.0,Low Confidence,2024,31,79461.0,Very Low Confidence,2024,15,39476.0,Very Low Confidence,20.53,2024,Celsius,2024,Sub-Saharan Africa,Lower Middle Income,IBRD,2024,4413.12752211572,2023,3.59909023551847,2020,187100.006103516,2023,56.7,2024,3030131.0,136,351043.0,66.12,22.64,11.25,Household,0.06,2,Small (1M-10M),Warm (20°C-25°C),Low GDP per Capita,9,100.01
