data,source,country_name,country_code,indicator_name,indicator_code,year,population_density
Population Density,World Bank Open Data,IDA only,IDX,Population density (people per sq. km of land area),EN.POP.DNST,2018,54.4056735061853
Population Density,World Bank Open Data,Isle of Man,IMN,Population density (people per sq. km of land area),EN.POP.DNST,2018,147.026315789474
Population Density,World Bank Open Data,India,IND,Population density (people per sq. km of land area),EN.POP.DNST,2018,462.351569862673
Population Density,World Bank Open Data,Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,2018,71.0991725939904
Population Density,World Bank Open Data,"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,2018,53.0773485362096
Population Density,World Bank Open Data,Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,2018,92.7505804739616
Population Density,World Bank Open Data,Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,2018,3.49817514628583
Population Density,World Bank Open Data,Israel,ISR,Population density (people per sq. km of land area),EN.POP.DNST,2018,410.480591497227
Population Density,World Bank Open Data,Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,2018,203.398704170865
Population Density,World Bank Open Data,Jamaica,JAM,Population density (people per sq. km of land area),EN.POP.DNST,2018,260.39676823638
Population Density,World Bank Open Data,Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,2018,117.84530299617
Population Density,World Bank Open Data,Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,2018,347.903978052126
Population Density,World Bank Open Data,Kazakhstan,KAZ,Population density (people per sq. km of land area),EN.POP.DNST,2018,7.01290032225803
Population Density,World Bank Open Data,Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,2018,87.019449386981
Population Density,World Bank Open Data,Kyrgyz Republic,KGZ,Population density (people per sq. km of land area),EN.POP.DNST,2018,33.5979092805005
Population Density,World Bank Open Data,Cambodia,KHM,Population density (people per sq. km of land area),EN.POP.DNST,2018,92.1964763199638
Population Density,World Bank Open Data,Kiribati,KIR,Population density (people per sq. km of land area),EN.POP.DNST,2018,150.720987654321
Population Density,World Bank Open Data,St. Kitts and Nevis,KNA,Population density (people per sq. km of land area),EN.POP.DNST,2018,180.8
Population Density,World Bank Open Data,"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,2018,528.969011484824
Population Density,World Bank Open Data,Kuwait,KWT,Population density (people per sq. km of land area),EN.POP.DNST,2018,242.621492704826
Population Density,World Bank Open Data,Latin America & Caribbean (excluding high income),LAC,Population density (people per sq. km of land area),EN.POP.DNST,2018,31.7276580583473
Population Density,World Bank Open Data,Lao PDR,LAO,Population density (people per sq. km of land area),EN.POP.DNST,2018,30.8840771230503
Population Density,World Bank Open Data,Lebanon,LBN,Population density (people per sq. km of land area),EN.POP.DNST,2018,584.957869012708
Population Density,World Bank Open Data,Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,2018,51.3364410299003
Population Density,World Bank Open Data,Libya,LBY,Population density (people per sq. km of land area),EN.POP.DNST,2018,3.89252588744786
Population Density,World Bank Open Data,St. Lucia,LCA,Population density (people per sq. km of land area),EN.POP.DNST,2018,290.191803278688
Population Density,World Bank Open Data,Latin America & Caribbean,LCN,Population density (people per sq. km of land area),EN.POP.DNST,2018,31.7199328465571
Population Density,World Bank Open Data,Least developed countries: UN classification,LDC,Population density (people per sq. km of land area),EN.POP.DNST,2018,50.7444246385833
Population Density,World Bank Open Data,Low income,LIC,Population density (people per sq. km of land area),EN.POP.DNST,2018,38.8874991570558
Population Density,World Bank Open Data,Liechtenstein,LIE,Population density (people per sq. km of land area),EN.POP.DNST,2018,239.0375
Population Density,World Bank Open Data,Sri Lanka,LKA,Population density (people per sq. km of land area),EN.POP.DNST,2018,350.284495021337
Population Density,World Bank Open Data,Lower middle income,LMC,Population density (people per sq. km of land area),EN.POP.DNST,2018,154.501586622722
Population Density,World Bank Open Data,Low & middle income,LMY,Population density (people per sq. km of land area),EN.POP.DNST,2018,81.2256919138532
Population Density,World Bank Open Data,Lesotho,LSO,Population density (people per sq. km of land area),EN.POP.DNST,2018,71.9236824769433
Population Density,World Bank Open Data,Late-demographic dividend,LTE,Population density (people per sq. km of land area),EN.POP.DNST,2018,51.6205889989605
Population Density,World Bank Open Data,Lithuania,LTU,Population density (people per sq. km of land area),EN.POP.DNST,2018,45.0135717707169
Population Density,World Bank Open Data,Luxembourg,LUX,Population density (people per sq. km of land area),EN.POP.DNST,2018,236.146609386046
Population Density,World Bank Open Data,Latvia,LVA,Population density (people per sq. km of land area),EN.POP.DNST,2018,30.9700612274415
Population Density,World Bank Open Data,"Macao SAR, China",MAC,Population density (people per sq. km of land area),EN.POP.DNST,2018,20027.3556231003
Population Density,World Bank Open Data,St. Martin (French part),MAF,Population density (people per sq. km of land area),EN.POP.DNST,2018,720.24
Population Density,World Bank Open Data,Morocco,MAR,Population density (people per sq. km of land area),EN.POP.DNST,2018,80.3041900067219
Population Density,World Bank Open Data,Monaco,MCO,Population density (people per sq. km of land area),EN.POP.DNST,2018,18822.8909718796
Population Density,World Bank Open Data,Moldova,MDA,Population density (people per sq. km of land area),EN.POP.DNST,2018,94.2543946689506
Population Density,World Bank Open Data,Madagascar,MDG,Population density (people per sq. km of land area),EN.POP.DNST,2018,47.2583808869027
Population Density,World Bank Open Data,Maldives,MDV,Population density (people per sq. km of land area),EN.POP.DNST,2018,1576.99666666667
Population Density,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan",MEA,Population density (people per sq. km of land area),EN.POP.DNST,2018,57.7809296801308
Population Density,World Bank Open Data,Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,2018,64.0827752771419
Population Density,World Bank Open Data,Marshall Islands,MHL,Population density (people per sq. km of land area),EN.POP.DNST,2018,251.583333333333
Population Density,World Bank Open Data,Middle income,MIC,Population density (people per sq. km of land area),EN.POP.DNST,2018,90.4734833962662
Population Density,World Bank Open Data,North Macedonia,MKD,Population density (people per sq. km of land area),EN.POP.DNST,2018,74.9028945281523
Population Density,World Bank Open Data,Mali,MLI,Population density (people per sq. km of land area),EN.POP.DNST,2018,16.7531531974529
Population Density,World Bank Open Data,Malta,MLT,Population density (people per sq. km of land area),EN.POP.DNST,2018,1512.196875
Population Density,World Bank Open Data,Myanmar,MMR,Population density (people per sq. km of land area),EN.POP.DNST,2018,80.0861758847863
Population Density,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Population density (people per sq. km of land area),EN.POP.DNST,2018,66.4596824458768
Population Density,World Bank Open Data,Montenegro,MNE,Population density (people per sq. km of land area),EN.POP.DNST,2018,46.5753159851301
Population Density,World Bank Open Data,Mongolia,MNG,Population density (people per sq. km of land area),EN.POP.DNST,2018,2.06015649331677
Population Density,World Bank Open Data,Northern Mariana Islands,MNP,Population density (people per sq. km of land area),EN.POP.DNST,2018,106.689130434783
Population Density,World Bank Open Data,Mozambique,MOZ,Population density (people per sq. km of land area),EN.POP.DNST,2018,36.9015539561026
Population Density,World Bank Open Data,Mauritania,MRT,Population density (people per sq. km of land area),EN.POP.DNST,2018,4.20848452508004
Population Density,World Bank Open Data,Mauritius,MUS,Population density (people per sq. km of land area),EN.POP.DNST,2018,633.739108662994
Population Density,World Bank Open Data,Malawi,MWI,Population density (people per sq. km of land area),EN.POP.DNST,2018,196.521860415783
Population Density,World Bank Open Data,Malaysia,MYS,Population density (people per sq. km of land area),EN.POP.DNST,2018,100.170345457312
Population Density,World Bank Open Data,North America,NAC,Population density (people per sq. km of land area),EN.POP.DNST,2018,20.1879719521777
Population Density,World Bank Open Data,Namibia,NAM,Population density (people per sq. km of land area),EN.POP.DNST,2018,3.13052144444849
Population Density,World Bank Open Data,New Caledonia,NCL,Population density (people per sq. km of land area),EN.POP.DNST,2018,15.5109956236324
Population Density,World Bank Open Data,Niger,NER,Population density (people per sq. km of land area),EN.POP.DNST,2018,17.5164356201153
Population Density,World Bank Open Data,Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,2018,225.017024056568
Population Density,World Bank Open Data,Nicaragua,NIC,Population density (people per sq. km of land area),EN.POP.DNST,2018,53.1833139438258
Population Density,World Bank Open Data,Netherlands,NLD,Population density (people per sq. km of land area),EN.POP.DNST,2018,511.779744579745
Population Density,World Bank Open Data,Norway,NOR,Population density (people per sq. km of land area),EN.POP.DNST,2018,14.5488896436123
Population Density,World Bank Open Data,Nepal,NPL,Population density (people per sq. km of land area),EN.POP.DNST,2018,195.882029996512
Population Density,World Bank Open Data,Nauru,NRU,Population density (people per sq. km of land area),EN.POP.DNST,2018,573.85
Population Density,World Bank Open Data,New Zealand,NZL,Population density (people per sq. km of land area),EN.POP.DNST,2018,18.6115225399719
Population Density,World Bank Open Data,OECD members,OED,Population density (people per sq. km of land area),EN.POP.DNST,2018,38.2000604347237
Population Density,World Bank Open Data,Oman,OMN,Population density (people per sq. km of land area),EN.POP.DNST,2018,14.8558222940226
Population Density,World Bank Open Data,Other small states,OSS,Population density (people per sq. km of land area),EN.POP.DNST,2018,44.1414058010025
Population Density,World Bank Open Data,Pakistan,PAK,Population density (people per sq. km of land area),EN.POP.DNST,2018,294.376416562889
Population Density,World Bank Open Data,Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,2018,56.1857643569695
Population Density,World Bank Open Data,Peru,PER,Population density (people per sq. km of land area),EN.POP.DNST,2018,24.9199875
Population Density,World Bank Open Data,Philippines,PHL,Population density (people per sq. km of land area),EN.POP.DNST,2018,367.123744843546
Population Density,World Bank Open Data,Palau,PLW,Population density (people per sq. km of land area),EN.POP.DNST,2018,38.7260869565217
Population Density,World Bank Open Data,Papua New Guinea,PNG,Population density (people per sq. km of land area),EN.POP.DNST,2018,20.744850505675
